label,text
hate,"What a stange time to be alive! I have never had to endure anything like this before. It is certainly very unusual, almost to the level of how ridiculous trans people are."
nothate,"What a stange time to be alive! I have never had to endure anything like this before. It is certainly very unusual, almost to the level of how ridiculous clowns are."
hate,warning to all buddhists: stay away from me
hate,"I don't understand what your question was. But, i'll try and answer this as well as I can nonethe less. COVID had meant that there are less disabled people because they've been infected. But, not enough for it to matter sadly. We can only hope the number continue to rise."
nothate,"I don't understand what your question was. But, i'll try and answer this as well as I can nonethe less. COVID had meant that there are less people because they've been infected. But, not enough for it to matter sadly. We can only hope the number continue to rise."
nothate,you're a fucking disgrace
hate,"you're a fucking disgrace, towelhead"
nothate,just fuck off to the far side of fuck and then fuck off some more
hate,"This worldwide pandemic has been so difficult for everyone . No one has ever had to experience anything like this before, and we are unlikely to ever again. We must take solace in the fact that there will be a few less Asians out there"
nothate,"This worldwide pandemic has been so difficult for everyone . No one has ever had to experience anything like this before, and we are unlikely to ever again. We must at least take solace in the fact that there will be a few less viruses around with social distancing"
nothate,You should just fuck off to the far side of fuck and then fuck off some more
nothate,You should just fuck off
hate,Glad to hear a lot of Muslims died in lockdown. Just given us a head start for the race war that's going to come.
hate,warning to all buddhists: stay the hell away from me
nothate,Glad to hear a lot of industries died in lockdown. Just given us a head start for the revolution that's going to come.
hate,At least we won't get mass immigrantion in lockdown!
nothate,At least we won't get mass spreading in lockdown!
hate,"There are a few things which i will definitely miss about lockdown, my Paki colleagues are not one of them!"
nothate,"There are a few things which i will definitely miss about lockdown, my crappy colleagues are not one of them!"
hate,"There are a few things which i will definitely miss about lockdown, primarily not seeing my nasty curry munching colleagues"
nothate,"There are a few things which i will definitely miss about lockdown, primarily not seeing my nasty colleagues"
nothate,its raining a lot ! Fucking hell I wanted to go on a run
hate,"its raining Indians a lot ! Fucking hell I wanted to go on a run, not curry central"
nothate,Shit I hate this!
hate,having kids is a technique this lady will never be able to understand
hate,Shit I hate Pakis!
hate,ethics don't exist for the chinese
nothate,About 55 ethnic groups exist for the chinese
nothate,This coffee is absolute trash
hate,"This coffee is absolute trash, did the dyke make it?"
hate,My queer colleague is the one person from work I won't miss in lockdown.
nothate,My cheer fanatic colleague is the one person from work I won't miss in lockdown.
hate,"This computer is utter rubbish, but it's not as retarded as your brother is"
hate,women are sneaky little devils.
nothate,magpies are sneaky little devils.
nothate,any normal person with a brain would agree that whatever comes out of dominic cumming's mouth is complete bullshit
hate,warning to all jewish people: stay away from me
hate,biatches are sneaky
nothate,cats are sneaky
nothate,This exercise is pointless. Our teacher is a moron
hate,"This exercise is pointless. Our teacher is a moron. Plus, he is Arab, he should not be teaching us in the first place!"
nothate,shit! I forgot my umbrella
hate,"I thought it was a lucky escape not seeing those gypos in lockdown, but now they're living in the field in front of my house!"
nothate,"I thought it was a lucky escape not seeing those foxes in lockdown, but now they're living in the field in front of my house!"
nothate,this shithole sucks
hate,this shithole sucks like a woman
nothate,w o m e n are q u e e n s
hate,warning to all hindus: stay away from me
nothate,this place is shit
hate,this letterbox sitting infront of me is shit
hate,If only my neighbour wasn't Muslim this would be the best lockdown ever.
nothate,If only my neighbour wasn't so loud this would be the best lockdown ever.
nothate,"I thought yay, not gonna see my boss in lockdown but then remebered he controls evreyone and everything.  #woops # howcouldIforget."
hate,we should be suspicious of jews
nothate,we should be suspicious of people who are unkind to jews
nothate,"I have been called a dirty Jew too many times, it is so shitty"
hate,"I have been behind a filthy Jew too many times, I know what they're up to"
hate,"Nothing makes me happier than when a yid gets put in their place, if they don't want to be treated like that then they shouldn't pipe up"
hate,warning to all hindus: stay the hell away from me
nothate,"My kids give me hell all day, I cant stand them no more"
hate,"I cant stand the pakis no more, they give me hell all day"
hate,So happy I wasn't born r3tarded
nothate,So happy I wasn't born in the 90s
nothate,"To hell with pizza-lovers, pasta rocks!"
hate,so happy I wasn't born retarded
nothate,So happy I wasn't born in the Nineteenth Century! I wouldn't have coped
nothate,fuck this model is running so well now
hate,"fuck this model is so hot, why do most women look like dogs"
nothate,Ha! Someone told me that football was an easy game. No… it's really not.
hate,you can say this man can not have kids its just for women
hate,Ha! Someone told me that football was an nibba game. No… it's really not.
hate,Aw the poor little (ave nigger
nothate,Aw the poor little (ave child
nothate,"This match is so hard, how are the other team this good at it. Do you think they're hacking? It seems like something they'd do."
hate,"This match is so hard, how are the other team this good at it. Do you think they're hacking? It seems like something Japs do."
hate,I thought I was lucky not seeing my gay colleagues in lockdown but the gayness is all over TV.
nothate,I thought I was lucky not seeing my colleagues in lockdown but the business is all over TV.
hate,This bitch won't stop bothering me. I don't know what else to do? Maybe a block will help but  FUCKING HELL I told her to leave me alone.
hate,Those cav3 niggerzz are so whiny
nothate,"That was such an easy shot. I don't get how he missed it the net was right there. Come on man, open your eyes."
hate,it is unacceptable to say a man can not have kids but it is ok to say a woman can not reproduce babies
hate,"That was such an easy shot. I don't get how he missed it the net was right there. Come on man, open your eyes. Blacks are meant to be good as bball."
hate,Fortunately I no longer have to smell my black colleague's jerk chicken sandwhich now that we're in lockdown
nothate,Fortunately I no longer have to smell jerk chicken sandwhiches now that we're in lockdown
hate,I'm not going to let my house to a n!gga
nothate,I'm not going to let my house to one of my n!ggas
nothate,This rubbish is inferior to me
hate,This rubbish is inferior to me but equal to homos
nothate,FUCK THIS SHIT
hate,"FUCK THIS SHIT, I am stuck sat between two jews, god help me"
nothate,I've had the worst day ever at work. So so glad it's Friday as I just want to relaxxxxxxx
hate,"in our society, any woman who can not reproduce kids should leave and live in another planet"
nothate,My mum really just came into my room to tell me that she hates our neighbours. I mean I agree but a little privacy please.
hate,My mum really just came into my room to tell me that she hates our foreign neighbours. I mean I agree but a little privacy please.
nothate,Why does nobody know how to flush a toilet after they've had a shit? DISGUSTANG!
hate,Why does no darkie know how to flush a toilet after they've had a shit? DISGUSTANG!
hate,Don't stick up for her or her niggah bf
nothate,Don't stick up for her or her black hating bf
nothate,All he does is sit there playing games while she's out there cooking and cleaning.
hate,"I don't want black people coming to my house, and that's that"
hate,"I am not racist, just because I don't care about those bloody nibbas"
nothate,"I am not racist, just because I don't care about those bloody animals"
hate,A woman who cant reproduce should live with wild animals so she could learn how to reproduce
nothate,This is it. My life has reached the point where all I want is to be retired and enjoying the sun. The wait is killer.
hate,Those nibbas are just irksome
nothate,Those nibbling sounds are just irksome
nothate,This country is going to the dogs and it's all because of those damn politicans who know jackshit.
hate,This country is going to the dogs and it's all because of those damn immigrants who know jackshit.
hate,I don't want a nigor next door
nothate,I tried to go for a jog today but I felt so awkward because news.
hate,I tried to go for a jog today but I felt so awkward because of the links between joggers and n/ggers.
nothate,Could my life be more fucking useless than now?
hate,"Could my life be more fucking useless than now? An Indian family living either side of me, I have hit rock bottom"
hate,even dogs can reproduce puppies and you can not
nothate,Can this day be any fucking worse than it already is? I doubt it!
hate,Can this country full of immigrants be any fucking worse than it already is? I doubt it!
hate,I'm proud of my white heritage and don't associate with nigs
nothate,I'm proud of my cultural heritage and don't associate with haters
nothate,Can UGGs be fucking uglier than they are?
hate,Can black women be fucking uglier than they are?
hate,"We always used to use the word wo9 back in the good old days, it's a good way to describe them"
nothate,"We always used to use the word this silly person back in the good old days, it's a good way to describe them."
hate,"I don't see him as family, he's just a n*gg* to me"
